q	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450	2500	2550	2600	2650	2700	2750	2800	2850	2900	2950	3000	3050	3100	3150	3200	3250	3300	3350	3400	3450	3500	3550	3600	3650	3700	3750	3800	3850	3900	3950	4000	4050	4100	4150	4200	4250	4300	4350	4400	4450	4500	4550	4600	4650	4700	4750	4800	4850	4900	4950	5000
0.22	0	-5.4717884951242E-4	-0.00109978897062501	-0.00165782996872986	-0.00222130144533548	-0.00279020299808872	-0.00336453422075101	-0.00394429470320938	-0.00452948403149094	-0.0051201017877338	-0.00571614755021255	-0.0259132422373095	-0.0460536312025852	-0.0661314108820097	-0.0861407428531365	-0.10607585527584	-0.125931044262949	-0.145700675181153	-0.165379183882853	-0.184961077869533	-0.204440937387433	-0.223813416456263	-0.243073243831825	-0.262215223903457	-0.2812342375273	-0.300125242796365	-0.318883275748543	-0.337503451013685	-0.355980962400925	-0.374311083427509	-0.392489167790411	-0.410510649782051	-0.428371044651512	-0.446065948912608	-0.463591040600302	-0.480942079476905	-0.498114907189565	-0.515105447380583	-0.531909705752085	-0.548523770086644	-0.564943810225415	-0.581166078005446	-0.597186907157682	-0.613002713167418	-0.628609993098742	-0.644005325384687	-0.659185369584668	-0.674146866110956	-0.688886635925741	-0.703401580210515	-0.71768868000938	-0.728204991758297	-0.72783324954204	-0.727171744305168	-0.726220046118513	-0.724977812696789	-0.723444788279152	-0.721620802534186	-0.719505769489695	-0.717099686487562	-0.714402633163822	-0.711414770454099	-0.708136339624416	-0.704567661327396	-0.700709134683706	-0.696561236388649	-0.692124519843634	-0.687399614312273	-0.682387224100745	-0.677088127762048	-0.671503177323675	-0.665633297538188	-0.659479485156206	-0.653042808221055	-0.646324405384587	-0.639325485243347	-0.632047325694379	-0.624491273309877	-0.616658742729889	-0.608551216072106	-0.600170242357957	-0.591517436953947	-0.582594481027396	-0.573403121015432	-0.563945168106342	-0.554222497732159	-0.544237049071384	-0.533990824560815	-0.523485889415291	-0.512724371154245	-0.501708459133954	-0.490440404084193	-0.478922517648263	-0.467157171925135	-0.455146799012458	-0.442893890549383	-0.430400997257808	-0.417670728481031	-0.404705751718448	-0.391508792155202	-0.37808263218554
0.24	0	-6.29750946831337E-4	-0.00126574976658958	-0.00190799591597533	-0.00255648884635411	-0.00321122800376543	-0.00387221282892278	-0.0045394427571955	-0.00521291721864145	-0.00589263563797431	-0.00657859743459267	-0.0299908499897319	-0.0533268739993146	-0.0765798908686084	-0.0997432099398648	-0.122810229985007	-0.145774440602918	-0.168629423522347	-0.191368853811571	-0.213986500995909	-0.236476230084489	-0.25883200250757	-0.281047876965898	-0.303118010193619	-0.32503665763643	-0.34679817404658	-0.368397013996528	-0.389827732313075	-0.411084984433859	-0.432163526688153	-0.453058216503967	-0.473764012543505	-0.494275974769071	-0.514589264441576	-0.534699144053764	-0.55460097720048	-0.574290228388076	-0.593762462785348	-0.613013345918231	-0.632038643310563	-0.65083422007329	-0.669396040444401	-0.687720167281977	-0.705802761512696	-0.723640081538168	-0.741228482601442	-0.758564416116071	-0.77564442896005	-0.792465162736986	-0.809023353006873	-0.825315828488692	-0.837258565023159	-0.836650192894984	-0.835710598593603	-0.834439435104761	-0.832836447534681	-0.830901471702016	-0.828634432772295	-0.826035343935097	-0.82310430512418	-0.819841501780635	-0.816247203659048	-0.812321763676624	-0.808065616805032	-0.803479279004727	-0.798563346201378	-0.793318493303985	-0.787745473264109	-0.781845116175726	-0.775618328414863	-0.769066091818446	-0.762189462901421	-0.754989572111306	-0.747467623119232	-0.739624892146441	-0.731462727325177	-0.722982548092821	-0.714185844618114	-0.705074177258208	-0.695649176045248	-0.685912540201169	-0.675866037679287	-0.665511504731336	-0.654850845498373	-0.643886031624159	-0.632619101889401	-0.621052161865329	-0.609187383584995	-0.597027005230641	-0.584573330835561	-0.571828729998682	-0.558795637610268	-0.545476553586983	-0.531874042614591	-0.517990733896593	-0.503829320907047	-0.489392561145789	-0.474683275894349	-0.459704349970803	-0.444458731481762	-0.428949431569821
0.26	0	-7.12216658957914E-4	-0.00143149560691745	-0.00215783611850566	-0.00289123746122823	-0.00363169889549681	-0.00437921967459261	-0.00513379904469912	-0.00589543624488579	-0.00666413050711526	-0.00743988105624339	-0.0341361319580756	-0.0607322332709973	-0.0872205454925061	-0.113593544952964	-0.139843825269338	-0.165964098672983	-0.191947197213256	-0.217786073838768	-0.243473803358298	-0.269003583283433	-0.294368734555181	-0.319562702156816	-0.344579055615421	-0.369411489394584	-0.394053823180882	-0.418500002066801	-0.44274409663285	-0.466780302931687	-0.49060294237718	-0.514206461541264	-0.537585431861708	-0.560734549263756	-0.583648633698756	-0.60632262860296	-0.628751600279569	-0.650930737207294	-0.672855349278625	-0.694520866971026	-0.715922840454321	-0.737056938637517	-0.757918948158369	-0.778504772318847	-0.798810429969886	-0.818832054348573	-0.838565891871047	-0.858008300884345	-0.877155750380323	-0.896004818674946	-0.914552192055962	-0.932794663402179	-0.94610349270882	-0.94518695650577	-0.943898546675689	-0.942238054197367	-0.940205363349916	-0.937800449980257	-0.93502337983589	-0.931874306963237	-0.928353472171533	-0.924461201562272	-0.920197905123878	-0.91556407539149	-0.910560286171271	-0.905187191328794	-0.899445523640858	-0.893336093710015	-0.886859788940905	-0.880017572577546	-0.872810482800485	-0.865239631882758	-0.857306205403354	-0.849011461517012	-0.84035673027888	-0.831343413022632	-0.821972981790523	-0.812246978813741	-0.802167016041465	-0.791734774716811	-0.780952004997933	-0.769820525622414	-0.75834222361299	-0.746519054022743	-0.734353039717604	-0.72184627119427	-0.709000906431262	-0.695819170771138	-0.682303356831522	-0.668455824442855	-0.654279000610517	-0.639775379499102	-0.624947522436538	-0.60979805793563	-0.594329681730809	-0.578545156827615	-0.562447313562592	-0.546039049671123	-0.529323330360954	-0.512303188388807	-0.49498172413785	-0.477362105693508
0.28	0	-7.92995017085559E-4	-0.00159384875138494	-0.0024025602599686	-0.00321912859065196	-0.00404355278203002	-0.00487583186345728	-0.00571596485503869	-0.00656395076766785	-0.00741978860299969	-0.00828347735345233	-0.0382875144349782	-0.0681626348328937	-0.0979003748269606	-0.127492419981947	-0.156930606441374	-0.186206922059268	-0.215313507372655	-0.24424265641776	-0.272986817392921	-0.30153859317151	-0.329890741668103	-0.35803617606146	-0.385967964877826	-0.41367933193828	-0.441163656173891	-0.468414471312619	-0.495425465441836	-0.522190480450592	-0.548703511355672	-0.574958705515655	-0.600950361737185	-0.626672929277696	-0.652121006748932	-0.677289340925589	-0.702172825463436	-0.726766499531299	-0.751065546361308	-0.775065291721779	-0.798761202317186	-0.82214888411951	-0.845224080635495	-0.867982671113992	-0.890420668697891	-0.912534218524812	-0.934319595780951	-0.95577320371221	-0.976891571596871	-0.99767135268395	-1.0181093221013	-1.03820237473752	-1.05278205941184	-1.05147750009346	-1.04976207288503	-1.04763576825864	-1.04509866729507	-1.04215093959541	-1.03879284128594	-1.03502471311617	-1.03084697865002	-1.02626014254971	-1.02126478895188	-1.01586157993543	-1.01005125408029	-1.00383462511617	-0.997212580660493	-0.990186081044167	-0.982756158224087	-0.97492391478102	-0.966690523001316	-0.958057224040967	-0.94902532717027	-0.939596209097384	-0.929771313368812	-0.919552149844942	-0.908940294248563	-0.897937387784148	-0.886545136825796	-0.874765312671454	-0.86259975136106	-0.850050353556206	-0.837119084478705	-0.82380797390565	-0.810119116218117	-0.796054670501031	-0.781616860691258	-0.766807975771259	-0.751630370005389	-0.736086463215936	-0.720178741096031	-0.703909755556411	-0.687282125103016	-0.670298535242426	-0.652961738912065	-0.635274556932058	-0.617239878475673	-0.598860661555193	-0.580139933520091	-0.561080791564393	-0.541686403239994	-0.521960006972895
0.3	0	-8.70469149011115E-4	-0.00174955932566991	-0.00263726933277394	-0.00353359796141558	-0.00443854399096199	-0.00535210618907149	-0.00627428331168085	-0.00720507410302344	-0.00814447729561835	-0.00909249161028129	-0.0423822865775528	-0.0755091491509174	-0.10846385225511	-0.141237357481559	-0.173820816066936	-0.206205569668155	-0.238383150937925	-0.270345283905253	-0.302083884165437	-0.333591058884196	-0.364859106620841	-0.395880516975411	-0.426647970064929	-0.457154335833988	-0.487392673204993	-0.51735622907351	-0.547038437154206	-0.576432916682985	-0.605533470980996	-0.634334085886121	-0.662828928057826	-0.691012343161028	-0.718878853934866	-0.746423158152154	-0.773640126475357	-0.800524800214907	-0.827072388995677	-0.853278268337394	-0.879137977154791	-0.904647215183171	-0.929801840335163	-0.954597865994236	-0.979031458250614	-1.00309893308511	-1.02679675350633	-1.05012152664669	-1.07307000082254	-1.09563906256357	-1.11782573361683	-1.13962716793021	-1.15534874587877	-1.1535688588572	-1.15134159375468	-1.14866720711193	-1.14554603901344	-1.14197851061904	-1.13796512182158	-1.13350644903035	-1.12860314307976	-1.12325592726258	-1.11746559548695	-1.11123301055606	-1.10455910256939	-1.09744486744424	-1.08989136555598	-1.08189972049562	-1.07347111794267	-1.06460680465175	-1.05530808755077	-1.04557633294856	-1.03541296584983	-1.02481946937511	-1.01379738428309	-1.00234830859296	-0.990473897304073	-0.978175862210033	-0.965455971804631	-0.952316051276452	-0.938757982589286	-0.924783704645193	-0.910395213527052	-0.895594562817378	-0.880383863990031	-0.86476528687151	-0.848741060168313	-0.83231347205688	-0.815484870832581	-0.798257665614105	-0.780634327099562	-0.762617388370645	-0.744209445741026	-0.725413159645241	-0.706231255564226	-0.686666524983606	-0.666721826380885	-0.646400086237591	-0.625704300072479	-0.604637533491768	-0.583202923252511	-0.561403678335093
0.32	0	-9.43004230537554E-4	-0.00189534140851538	-0.00285701004564544	-0.00382800863907687	-0.00480833567142327	-0.00579798961073357	-0.00679696891051572	-0.00780527200973665	-0.00882289733282596	-0.00984984328966857	-0.0463573346830654	-0.0826622857975617	-0.118754792699398	-0.154625185701803	-0.190264029834998	-0.225662125065826	-0.260810506273048	-0.295700442984517	-0.33032343888273	-0.364671231085349	-0.398735789207447	-0.432509314212472	-0.465984237058934	-0.499153217150044	-0.532009140593553	-0.564545118279173	-0.596754483781056	-0.628630791092757	-0.66016781220234	-0.691359534515126	-0.722200158131724	-0.752684092988953	-0.78280595587127	-0.812560567300283	-0.841942948309963	-0.870948317114982	-0.899572085679834	-0.927809856195956	-0.95565741747442	-0.983110741261298	-1.01016597848308	-1.03681945542907	-1.06306766987798	-1.08890728717545	-1.11433513626943	-1.13934820570999	-1.16394363962026	-1.18811873364479	-1.21187093088173	-1.23519781780489	-1.25190044868261	-1.24955160973687	-1.2467221554457	-1.24341267846727	-1.2396238431542	-1.2353563826907	-1.23061109639332	-1.2253888471744	-1.21969055916736	-1.21351721551262	-1.20686985630277	-1.19974957668548	-1.1921575251225	-1.18409490180279	-1.17556295720785	-1.16656299082705	-1.15709635002055	-1.14716442902759	-1.13676866811722	-1.12591055287904	-1.11459161365101	-1.10281342508122	-1.0905776058208	-1.07788581834451	-1.06473976889586	-1.05114120755338	-1.03709192841435	-1.02259376989262	-1.00764861512667	-0.992258392494137	-0.976425076229036	-0.960150687137657	-0.94343729340911	-0.926287011516433	-0.908702007204121	-0.890684496557782	-0.872236747151659	-0.853361079269624	-0.834059867195252	-0.814335540566455	-0.794190585790193	-0.773627547512615	-0.752649030140095	-0.731257699406408	-0.709456283981379	-0.68724757711629	-0.664634438321202	-0.641619795069457	-0.618206644524504	-0.594398055284189
0.34	0	-0.00100896574910985	-0.00202790974620802	-0.00305683017615229	-0.00409572520606525	-0.00514459298534348	-0.00620343164566293	-0.00727223930096443	-0.00835101404749366	-0.00943975396376845	-0.010538457110606	-0.0501498830465098	-0.0895132972049287	-0.128618232201507	-0.167454506821225	-0.206012225744551	-0.244281778971832	-0.282253840954347	-0.319919369440737	-0.357269604047679	-0.394296064563865	-0.430990548996553	-0.467345131370043	-0.503352159285572	-0.539004251252298	-0.57429429379899	-0.609215438376221	-0.643761098058889	-0.677924944058843	-0.711700902057537	-0.745083148368507	-0.77806610593951	-0.810644440204105	-0.842813054792463	-0.874567087111012	-0.905901903800594	-0.936813096082537	-0.967296475002198	-0.997348066579132	-1.02696410687313	-1.05614103697513	-1.08487549793196	-1.11316432561352	-1.14100454553114	-1.16839336761539	-1.19532818096171	-1.22180654855179	-1.24782620195861	-1.27338503604297	-1.29848110364872	-1.3231126103042	-1.34060605597787	-1.33758967676545	-1.33406345391982	-1.33002838791777	-1.32548553399244	-1.32043599887417	-1.31488093773635	-1.308821551345	-1.30225908341036	-1.29519481813889	-1.28763007798333	-1.27956622158902	-1.27100464193379	-1.26194676465908	-1.25239404658954	-1.24234797443821	-1.23181006369435	-1.22078185769076	-1.20926492684727	-1.19726086808703	-1.18477130442205	-1.1717978847044	-1.15834228353908	-1.14440620135505	-1.12999136463	-1.11509952626512	-1.09973246610544	-1.08389199160159	-1.06757993860853	-1.05079817231675	-1.03354858831146	-1.01583311375504	-0.997653708688075	-0.97901236744416	-0.959911120173543	-0.940352034470725	-0.920337217100941	-0.899868815820413	-0.878949021285252	-0.857580069043772	-0.835764241606874	-0.813503870591225	-0.790801338929803	-0.767659083144306	-0.744079595673993	-0.720065427255315	-0.695619189346835	-0.670743556593672	-0.645441269325902	-0.619715136085126
0.36	0	-0.00106673789767774	-0.00214401672816712	-0.00323183431616599	-0.00433018846514278	-0.00543907695734743	-0.00655849755381496	-0.0076884479943601	-0.00882892599760999	-0.00997992926098232	-0.0111414554607109	-0.0536982330837127	-0.0959554767343816	-0.137902296949007	-0.179528148694877	-0.220822830071949	-0.261776480657776	-0.302379579507129	-0.342622942818125	-0.382497721276708	-0.421995397091752	-0.461107780732906	-0.499827007383685	-0.538145533122277	-0.576056130842571	-0.613551885928151	-0.65062619169173	-0.687272744592799	-0.723485539246016	-0.759258863232972	-0.794587291729757	-0.829465681962845	-0.863889167505577	-0.89785315242738	-0.931353305307936	-0.964385553128053	-0.996946075049113	-1.02903129609257	-1.06063788073094	-1.09176272640141	-1.122402956953	-1.15255591603809	-1.18221916045868	-1.21139045347774	-1.24006775810552	-1.26824923037075	-1.29593321258595	-1.32311822661629	-1.34980296716075	-1.37598629505445	-1.40166723060025	-1.41973492608001	-1.41594901722715	-1.41162871480467	-1.40677549846269	-1.40139088039698	-1.3954764017065	-1.38903362900077	-1.38206415125502	-1.3745695769104	-1.3665515312169	-1.35801165381594	-1.34895159655985	-1.33937302156481	-1.32927759949417	-1.31866700806843	-1.30754293079846	-1.29590705593797	-1.28376107565155	-1.27110668539399	-1.25794558349699	-1.24427947095872	-1.23011005143214	-1.21543903140724	-1.200268120583	-1.184599032424	-1.16843348489723	-1.15177320138391	-1.13461991176164	-1.11697535365161	-1.09884127382583	-1.0802194297691	-1.0611115913905	-1.04151954287893	-1.02144508469721	-1.00089003570935	-0.979856235435194	-0.958345546426834	-0.936359856761026	-0.913901082641753	-0.890971171107007	-0.867572102833852	-0.843705895035657	-0.819374604445451	-0.79458033037914	-0.7693252178724	-0.74361146088488	-0.717441305565408	-0.690817053571662	-0.663741065437929	-0.636215763984339
0.38	0	-0.00111474191544585	-0.00224048925522948	-0.0033772394545249	-0.00452498992350957	-0.00568373804736802	-0.00685348118631191	-0.0080342166755654	-0.00922594182540524	-0.0104286539211353	-0.0116423502231191	-0.0569424924336199	-0.101885436165561	-0.146460039993266	-0.190655571354724	-0.234461703900064	-0.277868514426013	-0.320866479411579	-0.363446471170635	-0.405599753636954	-0.447317977797671	-0.488593176791092	-0.529417760684888	-0.569784510950827	-0.60968657465206	-0.649117458359118	-0.688071021810652	-0.726541471334842	-0.764523353047358	-0.802011545841648	-0.839001254187035	-0.875488000750138	-0.911467618854709	-0.946936244794997	-0.981890310017245	-1.01632653318395	-1.05024191213496	-1.08363371575954	-1.11649947579277	-1.14883697854981	-1.18064425661098	-1.21191958047018	-1.24266145015911	-1.27286858685922	-1.30253992451285	-1.33167460144501	-1.36027195200649	-1.3883314982489	-1.41585294164171	-1.44283615484097	-1.46928117351932	-1.48768383375031	-1.48302474886121	-1.47781198880095	-1.47204758127222	-1.46573355898771	-1.45887195567499	-1.45146480237823	-1.4435141240535	-1.43502193645413	-1.42599024330255	-1.41642103374472	-1.40631628008329	-1.39567793578521	-1.38450793375968	-1.37280818490191	-1.36058057689824	-1.34782697328795	-1.33454921277703	-1.32074910879903	-1.30642844931809	-1.29158899686905	-1.27623248882957	-1.26036063791898	-1.24397513291866	-1.22707763960847	-1.20966980191387	-1.19175324325815	-1.1733295681142	-1.15440036375018	-1.13496720216325	-1.11503164219568	-1.09459523182738	-1.07365951063887	-1.05222601243872	-1.03029626804939	-1.00787180824517	-0.984954166836069	-0.961544883891389	-0.937645509096394	-0.913257605235769	-0.888382751797266	-0.863022548688852	-0.837178620062741	-0.810852618239402	-0.784046227724786	-0.756761169313737	-0.728999204272586	-0.700762138593802	-0.672051827315518	-0.642870178898651
0.4	0	-0.00115145419286637	-0.00231426513327824	-0.00348842984306975	-0.00467394531508217	-0.00587080851319297	-0.00707901637229952	-0.00829856579835723	-0.00952945366837048	-0.0107716768304126	-0.0120252321036369	-0.0598252858767428	-0.107204347962757	-0.154151224306428	-0.200655199968527	-0.246706034741997	-0.292293958296483	-0.33740966487114	-0.382044307535947	-0.426189492041658	-0.469837270278873	-0.512980133366502	-0.555611004390106	-0.597723230810392	-0.639310576562151	-0.680367213863825	-0.720887714757637	-0.760867042400134	-0.800300542122712	-0.839183932281481	-0.877513294915472	-0.915285066232036	-0.952496026937732	-0.989143292432882	-1.02522430288739	-1.06073681321524	-1.09567888296433	-1.13004886613845	-1.16384540096703	-1.19706739963847	-1.22971403801209	-1.26178474532318	-1.2932791938955	-1.32419728887471	-1.35453915799589	-1.38430514139785	-1.41349578149643	-1.44211181292826	-1.47015415257632	-1.4976238896879	-1.52452227609507	-1.54300197395628	-1.53736630372228	-1.53116344431334	-1.52439603568116	-1.51706669001469	-1.50917798744266	-1.50073247208062	-1.49173264841809	-1.48218097804098	-1.47207987668453	-1.46143171161164	-1.45023879931161	-1.43850340351389	-1.42622773351166	-1.41341394278972	-1.40006412795122	-1.38618032793755	-1.37176452353602	-1.35681863716916	-1.34134453296039	-1.32534401706985	-1.30881883829468	-1.29177068892785	-1.27420120586957	-1.25611197198521	-1.23750451770373	-1.21838032285062	-1.19874081870906	-1.17858739030319	-1.15792137889733	-1.13674408470475	-1.11505676979976	-1.09286066122672	-1.07015695429947	-1.04694681608476	-1.02323138906306	-0.999011794960168	-0.974289138742808	-0.949064512771573	-0.923339001104245	-0.897113683942578	-0.870389642215532	-0.8431679622918	-0.815449740814443	-0.787236089650272	-0.75852814094663	-0.729327052287981	-0.699634011944738	-0.669450244206555	-0.638777014792329
0.42	0	-0.00117542396061799	-0.00236242862987638	-0.00356101059966386	-0.00477116642875262	-0.00599289264279833	-0.00722618573437285	-0.00847104216295702	-0.00972745835497699	-0.0109954307037933	-0.0122749555697392	-0.0622924401226792	-0.111819138101149	-0.16084403147862	-0.209356656866445	-0.257347098967079	-0.304805983500062	-0.351724469626253	-0.398094241895973	-0.443907501746719	-0.489156958576114	-0.533835820415656	-0.577937784230777	-0.621457025872447	-0.664388189705463	-0.706726377938183	-0.748467139678271	-0.78960645973857	-0.830140747216901	-0.870066823873191	-0.909381912326759	-0.948083624096335	-0.986169947504568	-1.02363923546859	-1.06049019319735	-1.09672186581606	-1.13233362593738	-1.16732516119845	-1.20169646178217	-1.23544780794057	-1.26857975753738	-1.30109313362644	-1.3329890120816	-1.36426870929357	-1.39493376994806	-1.42498595489918	-1.45442722915133	-1.48325974996222	-1.51148585507874	-1.53910805111727	-1.56612900209885	-1.58441364410021	-1.5777002260949	-1.57041227131343	-1.56255308924021	-1.55412592382037	-1.54513394893142	-1.5355802642464	-1.52546789148272	-1.51479977103014	-1.50357875895194	-1.49180762435254	-1.4794890471054	-1.46662561593452	-1.45321982684309	-1.43927408188273	-1.42479068825672	-1.4097718577506	-1.39421970648365	-1.37813625497455	-1.36152342851465	-1.34438305784242	-1.32671688011224	-1.30852654015118	-1.28981359199723	-1.27057950071221	-1.25082564446311	-1.23055331686512	-1.20976372957987	-1.1884580151624	-1.16663723015025	-1.14430235838802	-1.12145431458109	-1.09809394807147	-1.07422204682957	-1.04983934165483	-1.02494651057874	-0.999544183463282	-0.973632946787999	-0.947213348618811	-0.920285903751466	-0.892851099022642	-0.864909398781412	-0.836461250513856	-0.807507090613419	-0.778047350289462	-0.748082461606404	-0.717612863645731	-0.68663900878289	-0.655161369071142	-0.623180442724133
0.44	0	-0.0011852903865838	-0.00238224484003149	-0.00359085951462475	-0.00481113052734145	-0.00604305395785923	-0.00728662584858466	-0.00854184220465322	-0.0098086989939693	-0.0110871921472008	-0.0123773175578135	-0.0642936348241165	-0.115643615823145	-0.166416676250781	-0.21660286647021	-0.266192862319958	-0.315177955343923	-0.363550042475512	-0.411301615208058	-0.458425748283451	-0.504916087930858	-0.550766839687149	-0.595972755830275	-0.64052912245663	-0.68443174623288	-0.727676940852383	-0.770261513225751	-0.812182749434587	-0.8534384004768	-0.894026667831307	-0.933946188869188	-0.973196022137752	-1.01177563254314	-1.04968487645639	-1.08692398676711	-1.12349355790804	-1.15939453087305	-1.19462817825021	-1.22919608929077	-1.26310015503405	-1.29634255350732	-1.32892573501891	-1.36085240756202	-1.39212552234565	-1.42274825946844	-1.45272401375017	-1.48205638073495	-1.51074914287924	-1.53880625593701	-1.56623183555369	-1.59303014407945	-1.61083826274333	-1.60295026953106	-1.59448684872283	-1.58545202751207	-1.5758497251532	-1.56568374829631	-1.55495778675809	-1.54367540972099	-1.53184006235261	-1.51945506283747	-1.50652359981292	-1.49304873020158	-1.47903337743206	-1.4644803300404	-1.44939224064425	-1.43377162528214	-1.41762086311026	-1.40094219644901	-1.38373773117212	-1.36600943743068	-1.34775915070498	-1.3289885731769	-1.30969927541565	-1.28989269836998	-1.2695701556597	-1.24873283615987	-1.22738180687058	-1.20551801606573	-1.18314229671407	-1.16025537016581	-1.1368578500981	-1.11295024671294	-1.08853297118072	-1.06360634032295	-1.03817058152745	-1.01222583788946	-0.985772173571939	-0.95880957937834	-0.93133797853113	-0.903357232649174	-0.874867147917059	-0.845867481439325	-0.816357947772478	-0.786338225627542	-0.755807964735706	-0.724766792869641	-0.693214323012664	-0.661150160668045	-0.628573911300324	-0.595485187900509
0.46	0	-0.00117979891075265	-0.0023711925191692	-0.0035741765449493	-0.00478874666634874	-0.00601489852019222	-0.00725262770189329	-0.00850192976547442	-0.0097628002235997	-0.0110352345475785	-0.0123192281674055	-0.065783012565169	-0.118599527438626	-0.170758908202657	-0.222252008492615	-0.273070387794307	-0.323206298453608	-0.3726526721055	-0.421403105562205	-0.46945184619967	-0.516793776881334	-0.56342440045765	-0.609339823879278	-0.654536741961229	-0.699012420834679	-0.742764681122342	-0.785791880872543	-0.828092898286326	-0.869667114271013	-0.910514394852769	-0.950635073479665	-0.990029933245907	-1.02870018906666	-1.0666474698321	-1.10387380056802	-1.14038158462944	-1.17617358595238	-1.21125291138807	-1.24562299314253	-1.27928757134347	-1.3122506767554	-1.34451661366249	-1.37608994293792	-1.40697546531715	-1.43717820489147	-1.4667033928373	-1.49555645139536	-1.52374297811312	-1.55126873036261	-1.57813961014501	-1.60436164919213	-1.62140742509003	-1.61225449101264	-1.60253187120244	-1.59224434753006	-1.58139654743028	-1.56999293921713	-1.55803782787518	-1.54553535131709	-1.53248947709739	-1.51890399957257	-1.50478253749773	-1.4901285320502	-1.47494524527072	-1.45923575891276	-1.44300297369105	-1.42624960892034	-1.40897820253561	-1.39119111148543	-1.37289051248983	-1.35407840315481	-1.33475660343551	-1.31492675744021	-1.29459033556767	-1.27374863697044	-1.2524027923369	-1.23055376698502	-1.20820236426087	-1.1853492292352	-1.16199485269141	-1.13813957539836	-1.11378359266163	-1.08892695914686	-1.06356959396888	-1.03771128604039	-1.01135169967398	-0.984490380431354	-0.957126761213396	-0.92926016858509	-0.900889829328837	-0.872014877219948	-0.842634360017904	-0.812747246666861	-0.782352434698834	-0.751448757832823	-0.720034993762974	-0.688109872128767	-0.655672082659965	-0.622720283488969	-0.589253109622861	-0.555269181567361
0.48	0	-0.00115781665550639	-0.00232699505658275	-0.00350753050378989	-0.00469941825226306	-0.00590265351175003	-0.00711723144662938	-0.00834314717593407	-0.00958039577339878	-0.0108289722674526	-0.0120888716412774	-0.0667197410426397	-0.120617522173461	-0.173773383255628	-0.226179296595725	-0.27782802245619	-0.328713092276152	-0.378828791290573	-0.42817014059596	-0.476732878710128	-0.524513442673029	-0.57150894873471	-0.617717172675741	-0.663136529804413	-0.707766054674112	-0.751605380563131	-0.79465471875807	-0.836914837680834	-0.87838704189791	-0.919073151049498	-0.95897547873454	-0.99809681138656	-1.0364403871737	-1.07400987495505	-1.11080935332389	-1.14684328976707	-1.18211651996836	-1.21663422728206	-1.25040192240189	-1.28342542324858	-1.31571083509835	-1.34726453097285	-1.37809313230995	-1.40820348993328	-1.43760266533707	-1.46629791230161	-1.49429665885326	-1.52160648958176	-1.54823512832621	-1.57419042124021	-1.59948032024504	-1.61547874224286	-1.60497908773008	-1.59392217943298	-1.58231357771007	-1.57015863855742	-1.55746250904424	-1.54423012325829	-1.53046619874869	-1.51617523345383	-1.50136150310246	-1.486029059076	-1.47018172672104	-1.45382310410047	-1.43695656117292	-1.41958523938957	-1.40171205169872	-1.38333968294789	-1.36447059067425	-1.34510700627429	-1.32525093654377	-1.30490416557965	-1.28406825703585	-1.26274455672492	-1.24093419555817	-1.21863809281701	-1.19585695974839	-1.17259130347786	-1.14884143123342	-1.12460745487419	-1.09988929571757	-1.07468668965918	-1.04899919257966	-1.02282618603277	-0.996166883209345	-0.969020335171515	-0.941385437351994	-0.913260936312985	-0.884645436759438	-0.855537408801333	-0.825935195459594	-0.795837020410242	-0.765240995961232	-0.734145131256385	-0.702547340700633	-0.670445452600658	-0.637837218014808	-0.604720319806025	-0.57109238189116	-0.53695097867997	-0.502293644696667
